202 0 clueweb12-0602wb-40-19720 1  2.3410382671499916 run1
234 0 clueweb12-1616wb-78-03336 353  0.03911565387077766 run1
234 0 clueweb12-0500tw-06-04796 354  0.039079476553682026 run1
234 0 clueweb12-1608wb-29-10367 355  0.03903090817079629 run1
234 0 clueweb12-0013wb-66-23521 356  0.03849375997285154 run1
234 0 clueweb12-0611wb-27-33623 357  0.0382708482096246 run1
234 0 clueweb12-1700wb-80-09666 358  0.03820211284932362 run1
234 0 clueweb12-0404wb-13-29201 359  0.03818691941117467 run1
234 0 clueweb12-0601wb-05-10633 360  0.03800626044642551 run1
234 0 clueweb12-1011wb-08-01602 361  0.03791939804851907 run1
234 0 clueweb12-0100tw-41-19493 362  0.03735688525884726 run1
234 0 clueweb12-1803wb-95-21642 363  0.03724227243312445 run1
234 0 clueweb12-0101wb-17-01959 364  0.037165502378381135 run1
234 0 clueweb12-0500tw-06-07919 365  0.03712977056407322 run1
234 0 clueweb12-0800tw-20-15539 366  0.0369069838294754 run1
234 0 clueweb12-0010wb-91-10771 367  0.03689691551985899 run1
234 0 clueweb12-1812wb-54-01554 368  0.036890635948077635 run1
234 0 clueweb12-0400tw-19-14132 369  0.03680517994712321 run1
234 0 clueweb12-0818wb-73-17457 370  0.03677477767842265 run1
234 0 clueweb12-0200tw-04-11690 371  0.03649265277961521 run1
234 0 clueweb12-1118wb-21-18701 372  0.036315250739905276 run1
234 0 clueweb12-0308wb-78-14542 373  0.036215450291935125 run1
234 0 clueweb12-1510wb-44-11694 374  0.036036043337776665 run1
234 0 clueweb12-0006wb-30-32729 375  0.035934786134097646 run1
234 0 clueweb12-0001wb-45-09807 376  0.0353518566200727 run1
234 0 clueweb12-1410wb-71-08285 377  0.035251361682134816 run1
234 0 clueweb12-0900tw-24-00475 378  0.03513015474682458 run1
234 0 clueweb12-1700tw-08-09302 379  0.03430328556545378 run1
234 0 clueweb12-1707wb-81-08165 380  0.03419549271757038 run1
234 0 clueweb12-0303wb-45-24796 381  0.034051885424909833 run1
234 0 clueweb12-0208wb-79-12562 382  0.033532884450873025 run1
234 0 clueweb12-0205wb-00-12800 383  0.03319543838051982 run1
234 0 clueweb12-1200tw-31-03155 384  0.033092484306905506 run1
234 0 clueweb12-1415wb-40-03869 385  0.03295487137708677 run1
234 0 clueweb12-1913wb-04-15103 386  0.03292660614801895 run1
234 0 clueweb12-1812wb-34-17465 387  0.032669536692553375 run1
234 0 clueweb12-0609wb-03-14203 388  0.03263351508670297 run1
234 0 clueweb12-0800tw-81-11240 389  0.032352658202939324 run1
234 0 clueweb12-1416wb-60-15323 390  0.032286546967596086 run1
234 0 clueweb12-0700tw-14-05689 391  0.031919864416411266 run1
234 0 clueweb12-1100tw-02-21307 392  0.031831351623725204 run1
234 0 clueweb12-1100tw-02-21308 393  0.031831351623725204 run1
234 0 clueweb12-1100tw-02-21309 394  0.031831351623725204 run1
234 0 clueweb12-0711wb-87-01602 395  0.031608901864351203 run1
234 0 clueweb12-0500tw-06-08576 396  0.03140823768416009 run1
234 0 clueweb12-0700tw-75-12937 397  0.03116665035744553 run1
234 0 clueweb12-0205wb-83-21747 398  0.031106550209213896 run1
234 0 clueweb12-0200tw-25-07614 399  0.03096744522544518 run1
234 0 clueweb12-0200tw-26-12674 400  0.030829964212558156 run1
234 0 clueweb12-1415wb-76-20214 401  0.030789217748183165 run1
234 0 clueweb12-0900tw-23-04411 402  0.030557658549623386 run1
234 0 clueweb12-1400tw-16-11230 403  0.030557658549623386 run1
234 0 clueweb12-0900tw-05-12646 404  0.03051064826200139 run1
234 0 clueweb12-1501wb-22-16210 405  0.03044065815222825 run1
234 0 clueweb12-1900tw-41-20037 406  0.030419228444939092 run1
234 0 clueweb12-0203wb-23-02468 407  0.030364260205928795 run1
234 0 clueweb12-0206wb-03-30299 408  0.030364260205928795 run1
234 0 clueweb12-0004wb-79-15112 409  0.030236752277199706 run1
234 0 clueweb12-1000tw-97-08063 410  0.030231441527658928 run1
234 0 clueweb12-0700wb-68-28682 411  0.02997459411011891 run1
234 0 clueweb12-0312wb-10-13465 412  0.029914377199362685 run1
234 0 clueweb12-1017wb-96-09191 413  0.029643131636905115 run1
234 0 clueweb12-1400tw-18-10019 414  0.029583631636382935 run1
234 0 clueweb12-1002wb-28-10594 415  0.029571871796531524 run1
234 0 clueweb12-0916wb-42-21666 416  0.0295144692904553 run1
234 0 clueweb12-0405wb-70-11124 417  0.029411555953129154 run1
234 0 clueweb12-1910wb-14-17715 418  0.029347982013450506 run1
234 0 clueweb12-0403wb-96-09052 419  0.02928990740745077 run1
234 0 clueweb12-0012wb-32-18166 420  0.029153890924485313 run1
234 0 clueweb12-0305wb-18-19233 421  0.029088075791380723 run1
234 0 clueweb12-0710wb-96-16033 422  0.029071430626618645 run1
234 0 clueweb12-0404wb-03-05862 423  0.029051071053684638 run1
234 0 clueweb12-1315wb-18-20028 424  0.028902095985365923 run1
234 0 clueweb12-0100tw-74-08426 425  0.02889484295694839 run1
234 0 clueweb12-0100tw-84-14181 426  0.02889484295694839 run1
234 0 clueweb12-0208wb-80-07362 427  0.02884980029800366 run1
234 0 clueweb12-0608wb-75-18385 428  0.02883180722882783 run1
234 0 clueweb12-0607wb-50-05336 429  0.02880607942101471 run1
234 0 clueweb12-0203wb-61-21667 430  0.028658849416012204 run1
234 0 clueweb12-0612wb-68-05029 431  0.028640856439251964 run1
234 0 clueweb12-0403wb-96-09051 432  0.028555587017900893 run1
234 0 clueweb12-1106wb-81-06471 433  0.028315036771410902 run1
234 0 clueweb12-1118wb-63-06100 434  0.02824779737084433 run1
234 0 clueweb12-0301tw-10-13712 435  0.02820668759479635 run1
234 0 clueweb12-1700tw-26-19458 436  0.028200485545888842 run1
234 0 clueweb12-0806wb-36-05052 437  0.028136293560900725 run1
234 0 clueweb12-0508wb-23-02118 438  0.02796928801925124 run1
234 0 clueweb12-1302wb-14-07756 439  0.027778501024442508 run1
234 0 clueweb12-1900tw-32-20698 440  0.02772872229154527 run1
234 0 clueweb12-0401tw-15-09292 441  0.027578843643766827 run1
234 0 clueweb12-1309wb-19-23828 442  0.02756905286280175 run1
234 0 clueweb12-0412wb-23-03565 443  0.027542091817492013 run1
234 0 clueweb12-0009wb-33-00709 444  0.027422973269778345 run1
234 0 clueweb12-0401wb-19-02414 445  0.027422973269778345 run1
234 0 clueweb12-1504wb-34-04019 446  0.027396465621954247 run1
234 0 clueweb12-1113wb-06-18527 447  0.027375542320576707 run1
234 0 clueweb12-1515wb-92-32894 448  0.02715954589234819 run1
234 0 clueweb12-0608wb-76-25718 449  0.027082515665987295 run1
234 0 clueweb12-1504wb-04-04052 450  0.02707312654267245 run1
234 0 clueweb12-0500tw-00-23048 451  0.02706931423165691 run1
234 0 clueweb12-0110wb-34-12523 452  0.026972546324930916 run1
234 0 clueweb12-0204wb-20-27002 453  0.026930276075283453 run1
234 0 clueweb12-0206wb-83-21493 454  0.026930276075283453 run1
234 0 clueweb12-1500wb-51-12151 455  0.026915993103573933 run1
234 0 clueweb12-0511wb-25-03910 456  0.026909388988251418 run1
234 0 clueweb12-0504wb-30-32140 457  0.026878725708282612 run1
234 0 clueweb12-1700tw-08-09303 458  0.02666424473257733 run1
234 0 clueweb12-1609wb-37-05543 459  0.026576787657938812 run1
234 0 clueweb12-0204wb-10-15599 460  0.026479824300691165 run1
234 0 clueweb12-0205wb-95-33529 461  0.026479824300691165 run1
234 0 clueweb12-1804wb-62-01680 462  0.026346144728711416 run1
234 0 clueweb12-0700tw-20-02205 463  0.026292251770082344 run1
234 0 clueweb12-0700tw-20-02206 464  0.026292251770082344 run1
234 0 clueweb12-1303wb-95-03059 465  0.02606587104170495 run1
234 0 clueweb12-1304wb-17-02291 466  0.02606587104170495 run1
234 0 clueweb12-0915wb-10-05904 467  0.025876323216680815 run1
234 0 clueweb12-0506wb-54-27858 468  0.025818308140005537 run1
234 0 clueweb12-0608wb-90-09861 469  0.025724497953953526 run1
234 0 clueweb12-0402wb-17-30671 470  0.025508564943743744 run1
234 0 clueweb12-1115wb-62-18179 471  0.025395031717730464 run1
234 0 clueweb12-1910wb-19-23405 472  0.02532966324488631 run1
234 0 clueweb12-0906wb-69-14428 473  0.025112377610506744 run1
234 0 clueweb12-0000wb-36-05465 474  0.025066375781056655 run1
234 0 clueweb12-0000wb-36-05465.txt 475  0.025066375781056655 run1
234 0 clueweb12-0009wb-52-09281 476  0.024963985840279358 run1
234 0 clueweb12-0910wb-33-08467 477  0.024819521939286167 run1
234 0 clueweb12-0901wb-01-18682 478  0.02478418339218437 run1
234 0 clueweb12-1300tw-05-11829 479  0.024773743365318242 run1
234 0 clueweb12-1200tw-16-03995 480  0.024564798929244035 run1
234 0 clueweb12-0100wb-20-01372 481  0.024245799017668174 run1
234 0 clueweb12-1715wb-18-23054 482  0.024204609665798175 run1
234 0 clueweb12-0000tw-35-20780 483  0.024175474779682217 run1
234 0 clueweb12-0000tw-35-20780.txt 484  0.024175474779682217 run1
234 0 clueweb12-1909wb-65-23698 485  0.024083660833098326 run1
234 0 clueweb12-0312wb-22-12391 486  0.0240675961746135 run1
234 0 clueweb12-0202wb-48-03797 487  0.023938821950847355 run1
234 0 clueweb12-0305wb-40-09177 488  0.023857021667010828 run1
234 0 clueweb12-0100wb-77-28276 489  0.0237656207943409 run1
234 0 clueweb12-0005wb-35-09005 490  0.023756718145294925 run1
234 0 clueweb12-1200tw-28-16943 491  0.02371132998795725 run1
234 0 clueweb12-0007wb-58-26169 492  0.02358931547324335 run1
234 0 clueweb12-1802wb-02-15537 493  0.023528704499945995 run1
234 0 clueweb12-1708wb-02-14339 494  0.02346628546938058 run1
234 0 clueweb12-1715wb-95-03460 495  0.023370430545725386 run1
234 0 clueweb12-0601wb-02-09493 496  0.023366336403122315 run1
234 0 clueweb12-1803wb-50-00066 497  0.02309806278176347 run1
234 0 clueweb12-1909wb-38-08190 498  0.022697571728285897 run1
234 0 clueweb12-0209wb-55-06320 499  0.022683959989893306 run1
234 0 clueweb12-0309wb-89-13005 500  0.02267206978577942 run1
234 0 clueweb12-0204wb-23-04191 501  0.02260953068860217 run1
234 0 clueweb12-0607wb-55-14514 502  0.022579450541052756 run1
234 0 clueweb12-1308wb-90-21816 503  0.022356310523691213 run1
234 0 clueweb12-1609wb-30-05777 504  0.02235203670579315 run1
234 0 clueweb12-0500tw-38-03421 505  0.02228915679835182 run1
234 0 clueweb12-1609wb-55-16014 506  0.02188631820313767 run1
234 0 clueweb12-0101wb-65-28476 507  0.021848037248495968 run1
234 0 clueweb12-0800tw-38-09395 508  0.021844003625835034 run1
234 0 clueweb12-0800tw-38-09396 509  0.021844003625835034 run1
234 0 clueweb12-0809wb-35-22670 510  0.021840320857816925 run1
234 0 clueweb12-0818wb-57-10653 511  0.021739655050295455 run1
234 0 clueweb12-0102wb-31-05030 512  0.021686817367450536 run1
234 0 clueweb12-0500wb-45-06174 513  0.02134119946077215 run1
234 0 clueweb12-1900wb-72-07191 514  0.021265166707962538 run1
234 0 clueweb12-0002wb-74-22367 515  0.0212392884883095 run1
234 0 clueweb12-0209wb-71-22551 516  0.02122235278637306 run1
234 0 clueweb12-0800tw-47-10089 517  0.02122171613862687 run1
234 0 clueweb12-1500wb-51-10404 518  0.021221648040900355 run1
234 0 clueweb12-1905wb-46-09873 519  0.021136104889778608 run1
234 0 clueweb12-0101wb-14-06815 520  0.02108561751876874 run1
234 0 clueweb12-0412wb-17-24230 521  0.02088723289608791 run1
234 0 clueweb12-0911wb-16-20604 522  0.020881785134283685 run1
234 0 clueweb12-0311wb-96-02992 523  0.02079516870946217 run1
234 0 clueweb12-0312wb-06-11540 524  0.02079516870946217 run1
234 0 clueweb12-0012wb-92-00475 525  0.020724369909183058 run1
234 0 clueweb12-1310wb-85-07942 526  0.020722893341199335 run1
234 0 clueweb12-1200tw-94-13566 527  0.020717847105517467 run1
234 0 clueweb12-0011wb-45-01444 528  0.0207037266327168 run1
234 0 clueweb12-0404wb-38-13802 529  0.02067827940442145 run1
234 0 clueweb12-0510wb-13-15714 530  0.02056216675167272 run1
234 0 clueweb12-1811wb-45-17197 531  0.020527843155048436 run1
234 0 clueweb12-1800wb-56-25056 532  0.02051207510867952 run1
234 0 clueweb12-0108wb-07-13236 533  0.020258531488721743 run1
234 0 clueweb12-0200tw-76-01147 534  0.02025638799234517 run1
234 0 clueweb12-0010wb-91-10775 535  0.020194827943213006 run1
234 0 clueweb12-0204wb-48-23561 536  0.020125719589641898 run1
234 0 clueweb12-0408wb-77-00624 537  0.020119868877808377 run1
234 0 clueweb12-0311wb-68-10701 538  0.02005956301846448 run1
234 0 clueweb12-0500wb-39-06450 539  0.019984596300784502 run1
234 0 clueweb12-1404wb-32-18077 540  0.01989299274440584 run1
234 0 clueweb12-1404wb-36-16602 541  0.01989299274440584 run1
234 0 clueweb12-1308wb-83-09956 542  0.01977873829766775 run1
234 0 clueweb12-1103wb-28-13718 543  0.019706758223392736 run1
234 0 clueweb12-0110wb-45-31084 544  0.019684755753406894 run1
234 0 clueweb12-0200wb-58-27683 545  0.019684755753406894 run1
234 0 clueweb12-0709wb-23-09364 546  0.01961646439221722 run1
234 0 clueweb12-0100tw-21-11869 547  0.01955648789941783 run1
234 0 clueweb12-1701wb-86-25211 548  0.019505259024651948 run1
234 0 clueweb12-1109wb-79-12883 549  0.019449106202637918 run1
234 0 clueweb12-1117wb-13-14507 550  0.019351431180623876 run1
234 0 clueweb12-0817wb-62-16267 551  0.019235928702474325 run1
234 0 clueweb12-0606wb-26-35035 552  0.01922552619097014 run1
234 0 clueweb12-1805wb-00-32090 553  0.019214636609181195 run1
234 0 clueweb12-0805wb-29-00101 554  0.01912929236009558 run1
234 0 clueweb12-0207wb-02-00245 555  0.019070447944008192 run1
234 0 clueweb12-0500wb-39-06448 556  0.019051242255354452 run1
234 0 clueweb12-0202wb-36-32899 557  0.01892269017942676 run1
234 0 clueweb12-1206wb-33-15528 558  0.0189054448151101 run1
234 0 clueweb12-0907wb-50-13279 559  0.01884857065561536 run1
234 0 clueweb12-1002wb-20-18538 560  0.018814394702849936 run1
234 0 clueweb12-1006wb-82-01822 561  0.01870968617507145 run1
234 0 clueweb12-0003wb-38-19246 562  0.018682613587632263 run1
234 0 clueweb12-0203wb-20-22732 563  0.0186559746683793 run1
234 0 clueweb12-0500wb-39-06449 564  0.018623618207405178 run1
234 0 clueweb12-1702wb-45-11547 565  0.01861156403797992 run1
234 0 clueweb12-0601wb-51-02580 566  0.01850723422645446 run1
234 0 clueweb12-0108wb-73-23312 567  0.018447531888168608 run1
234 0 clueweb12-0511wb-46-22481 568  0.018422585924237213 run1
234 0 clueweb12-0302wb-96-19667 569  0.018352842841521725 run1
234 0 clueweb12-1617wb-18-04963 570  0.018342887632761498 run1
234 0 clueweb12-0706wb-40-31893 571  0.01822239162786076 run1
234 0 clueweb12-0107wb-99-13861 572  0.018153025591444393 run1
234 0 clueweb12-0703wb-75-23327 573  0.018120378897273495 run1
234 0 clueweb12-0711wb-94-01978 574  0.01798376291545511 run1
234 0 clueweb12-1106wb-88-04271 575  0.01782204836536831 run1
234 0 clueweb12-1809wb-56-20508 576  0.017747464429837777 run1
234 0 clueweb12-0412wb-09-03724 577  0.017710897779114942 run1
234 0 clueweb12-1303wb-69-20179 578  0.017708407083556033 run1
234 0 clueweb12-1304wb-07-11214 579  0.017708407083556033 run1
234 0 clueweb12-1304wb-07-11215 580  0.017708407083556033 run1
234 0 clueweb12-1304wb-07-11216 581  0.017708407083556033 run1
234 0 clueweb12-0300wb-78-31872 582  0.017708133402867653 run1
234 0 clueweb12-0412wb-22-00704 583  0.017699848034182137 run1
234 0 clueweb12-0306wb-35-20583 584  0.017615330987216488 run1
234 0 clueweb12-0105wb-54-01196 585  0.017470657010056907 run1
234 0 clueweb12-0002wb-99-13765 586  0.01741847796870595 run1
234 0 clueweb12-0308wb-40-09968 587  0.017411373563703602 run1
234 0 clueweb12-0411wb-47-14286 588  0.0173584164747183 run1
234 0 clueweb12-1502wb-65-10621 589  0.0173584164747183 run1
234 0 clueweb12-1012wb-47-04679 590  0.017280983389183255 run1
234 0 clueweb12-1613wb-40-05635 591  0.01708313448491069 run1
234 0 clueweb12-0105wb-53-06835 592  0.017042844917793065 run1
234 0 clueweb12-1701wb-88-15679 593  0.016935618771739117 run1
234 0 clueweb12-0902wb-45-06945 594  0.016905936354240158 run1
234 0 clueweb12-1210wb-72-29192 595  0.016898514501575018 run1
234 0 clueweb12-0207wb-94-04420 596  0.016879532900923297 run1
234 0 clueweb12-1006wb-61-00337 597  0.016872259156745156 run1
234 0 clueweb12-0011wb-18-24419 598  0.016868174597534546 run1
234 0 clueweb12-0108wb-54-22264 599  0.016849096542874847 run1
234 0 clueweb12-1616wb-72-30543 600  0.016802788338382075 run1
234 0 clueweb12-0412wb-22-00708 601  0.01661595510770704 run1
234 0 clueweb12-1709wb-81-13065 602  0.016612798704746773 run1
234 0 clueweb12-1710wb-11-05308 603  0.016612798704746773 run1
234 0 clueweb12-1901wb-48-05557 604  0.01651639424434993 run1
234 0 clueweb12-0412wb-09-03723 605  0.016445100123426672 run1
234 0 clueweb12-1108wb-60-06001 606  0.016251385342816806 run1
234 0 clueweb12-1901wb-46-09870 607  0.016235922586705018 run1
234 0 clueweb12-1700wb-66-21122 608  0.016208666027298903 run1
234 0 clueweb12-1803wb-49-14258 609  0.016182929682799208 run1
234 0 clueweb12-0307wb-02-27324 610  0.016050623324080197 run1
234 0 clueweb12-1000wb-32-10500 611  0.015899995684486388 run1
234 0 clueweb12-0310wb-80-14394 612  0.015894028132421197 run1
234 0 clueweb12-0106wb-53-06270 613  0.015701192557749464 run1
234 0 clueweb12-1004wb-58-20054 614  0.015670458605975827 run1
234 0 clueweb12-1004wb-75-09624 615  0.015658342845409956 run1
234 0 clueweb12-1810wb-65-10844 616  0.01563958452732053 run1
234 0 clueweb12-0200tw-91-04020 617  0.015601837196500193 run1
234 0 clueweb12-1800tw-57-04398 618  0.015588287551858386 run1
234 0 clueweb12-0301wb-45-19686 619  0.01558749025184633 run1
234 0 clueweb12-1215wb-26-30802 620  0.015584977558954717 run1
234 0 clueweb12-0310wb-76-26361 621  0.015564361871121962 run1
234 0 clueweb12-1414wb-30-19307 622  0.015456869120732776 run1
234 0 clueweb12-0202wb-89-22103 623  0.0153994373172559 run1
234 0 clueweb12-1300tw-88-11348 624  0.015393997783017704 run1
234 0 clueweb12-1300tw-65-13739 625  0.01537720127197873 run1
234 0 clueweb12-1300tw-67-01133 626  0.01537720127197873 run1
234 0 clueweb12-1315wb-89-01760 627  0.015218962480403444 run1
234 0 clueweb12-0805wb-35-36460 628  0.01484720116920883 run1
234 0 clueweb12-0005wb-76-25473 629  0.01478757857202011 run1
234 0 clueweb12-1217wb-94-08267 630  0.014764650962629494 run1
234 0 clueweb12-1516wb-03-11483 631  0.014764650962629494 run1
234 0 clueweb12-1500tw-94-10175 632  0.01475723464522765 run1
234 0 clueweb12-0904wb-51-08707 633  0.014663226294460128 run1
234 0 clueweb12-0402wb-41-17199 634  0.014636744979083289 run1
234 0 clueweb12-1017wb-80-22367 635  0.014573788766255646 run1
234 0 clueweb12-0209wb-21-14900 636  0.01454454146156463 run1
234 0 clueweb12-1900wb-92-07726 637  0.01452489759618071 run1
234 0 clueweb12-0209wb-43-15294 638  0.014484454905240826 run1
234 0 clueweb12-1908wb-52-06038.html 639  0.014472115164269885 run1
234 0 clueweb12-1609wb-26-16093 640  0.014425408062812249 run1
234 0 clueweb12-0007wb-51-14954 641  0.0143817676868467 run1
234 0 clueweb12-0404wb-51-04306 642  0.014358957573066392 run1
234 0 clueweb12-0405wb-50-23725 643  0.014283591597924038 run1
234 0 clueweb12-0710wb-34-05319 644  0.014283368465172508 run1
234 0 clueweb12-1415wb-38-16396 645  0.014264309000192878 run1
234 0 clueweb12-0710wb-48-28319 646  0.014243641884827818 run1
234 0 clueweb12-0806wb-05-03450 647  0.014197988397824084 run1
234 0 clueweb12-1716wb-90-04063 648  0.014189243100783793 run1
234 0 clueweb12-0209wb-13-20397 649  0.014167169128071434 run1
234 0 clueweb12-0209wb-80-33566 650  0.014162799916208677 run1
234 0 clueweb12-0716wb-97-06307 651  0.014149580199889874 run1
234 0 clueweb12-0411wb-27-01293 652  0.014140723517866147 run1
234 0 clueweb12-0907wb-40-04078 653  0.0141248008567603 run1
234 0 clueweb12-1200tw-15-11818 654  0.014115003860554838 run1
234 0 clueweb12-0010wb-85-27475 655  0.014108523638072095 run1
234 0 clueweb12-0100wb-06-13329 656  0.014108523638072095 run1
234 0 clueweb12-1700tw-01-13799 657  0.014028797200152479 run1
234 0 clueweb12-0607wb-80-03445 658  0.013995251559047678 run1
234 0 clueweb12-1910wb-33-31603 659  0.013976565924140613 run1
234 0 clueweb12-0203wb-61-27243 660  0.013763465746885858 run1
234 0 clueweb12-0206wb-71-23133 661  0.013763465746885858 run1
234 0 clueweb12-0208wb-88-11332 662  0.013753775298404507 run1
234 0 clueweb12-0108wb-90-27933 663  0.013703567785464645 run1
234 0 clueweb12-0109wb-16-01307 664  0.01368182829072274 run1
234 0 clueweb12-0100wb-68-33157 665  0.01367745174211917 run1
234 0 clueweb12-0602wb-13-22523 666  0.013666255444375943 run1
234 0 clueweb12-0100wb-43-25360 667  0.013607920980508226 run1
234 0 clueweb12-1205wb-18-29328 668  0.013542286573658613 run1
234 0 clueweb12-0606wb-62-03233 669  0.01352323706841532 run1
234 0 clueweb12-0511wb-64-28112 670  0.013466091588038825 run1
234 0 clueweb12-0412wb-17-24226 671  0.01345961439113305 run1
234 0 clueweb12-0412wb-13-01107 672  0.013419342580469229 run1
234 0 clueweb12-0106wb-69-23309 673  0.013359825822337731 run1
234 0 clueweb12-0801wb-70-15112 674  0.013358538140090758 run1
234 0 clueweb12-0410wb-13-19082 675  0.013346177431870006 run1
234 0 clueweb12-1106wb-00-08965 676  0.013335148182359334 run1
234 0 clueweb12-0002wb-07-11236 677  0.013319439438324357 run1
234 0 clueweb12-0209wb-65-12183 678  0.013264892859145923 run1
234 0 clueweb12-0900tw-61-21014 679  0.013190783514797097 run1
234 0 clueweb12-0208wb-88-11331 680  0.013169890671165335 run1
234 0 clueweb12-0004wb-10-18510 681  0.01316537736107226 run1
234 0 clueweb12-0101wb-06-31185 682  0.013163623731046356 run1
234 0 clueweb12-0209wb-15-08752 683  0.013093973966428198 run1
234 0 clueweb12-0404wb-02-02634 684  0.013085163257125223 run1
234 0 clueweb12-0211wb-67-14500 685  0.013052828504526692 run1
234 0 clueweb12-0001wb-31-07763 686  0.01304428998820475 run1
234 0 clueweb12-0611wb-09-16039 687  0.012924681384287356 run1
234 0 clueweb12-0609wb-76-24974 688  0.012881889235255904 run1
234 0 clueweb12-0605wb-89-05594 689  0.012830592048099504 run1
234 0 clueweb12-0412wb-20-20831 690  0.012767683473058778 run1
234 0 clueweb12-1316wb-33-10128 691  0.012757355310154329 run1
234 0 clueweb12-0808wb-94-14124 692  0.012679426158175312 run1
234 0 clueweb12-0412wb-17-24219 693  0.012581244478779195 run1
234 0 clueweb12-0403wb-14-21533 694  0.012545422274143013 run1
234 0 clueweb12-0805wb-37-11384 695  0.012264055284150654 run1
234 0 clueweb12-1201wb-78-18557 696  0.012264055284150654 run1
234 0 clueweb12-0402wb-30-08361 697  0.012173881019149783 run1
234 0 clueweb12-1303wb-95-03057 698  0.012144865713770412 run1
234 0 clueweb12-1304wb-13-16365 699  0.012144865713770412 run1
234 0 clueweb12-1304wb-13-16366 700  0.012144865713770412 run1
234 0 clueweb12-1304wb-13-16367 701  0.012144865713770412 run1
234 0 clueweb12-1304wb-13-16368 702  0.012144865713770412 run1
234 0 clueweb12-1304wb-13-16369 703  0.012144865713770412 run1
234 0 clueweb12-0011wb-62-03765 704  0.012127979369631151 run1
234 0 clueweb12-0206wb-01-32730 705  0.012124048307801685 run1
234 0 clueweb12-0311wb-60-09147 706  0.012093924453972857 run1
234 0 clueweb12-1704wb-48-28404 707  0.01208417138968783 run1
234 0 clueweb12-0807wb-35-20486 708  0.01207440740860212 run1
234 0 clueweb12-0904wb-37-09629 709  0.012062731063761002 run1
234 0 clueweb12-1808wb-41-07805 710  0.012062731063761002 run1
234 0 clueweb12-1807wb-85-10975 711  0.012042853835576186 run1
234 0 clueweb12-0400tw-66-02709 712  0.012039802565605608 run1
234 0 clueweb12-1803wb-70-25590 713  0.012033382555517337 run1
234 0 clueweb12-0104wb-93-18870 714  0.012027440646507724 run1
234 0 clueweb12-0209wb-51-27835 715  0.01201375621792516 run1
234 0 clueweb12-1400tw-42-13889 716  0.011996467358485087 run1
234 0 clueweb12-1500tw-08-02990 717  0.011932107578245579 run1
234 0 clueweb12-0101wb-14-06806 718  0.01188394483789492 run1
234 0 clueweb12-0604wb-61-19535 719  0.011777040612917412 run1
234 0 clueweb12-0503wb-12-31058 720  0.011749203676636132 run1
234 0 clueweb12-1617wb-12-09448 721  0.01172233589061536 run1
234 0 clueweb12-0004wb-93-27469 722  0.011660925022361433 run1
234 0 clueweb12-0812wb-25-18947 723  0.011601406144690678 run1
234 0 clueweb12-0408wb-26-31829 724  0.011543299762731378 run1
234 0 clueweb12-1910wb-76-11971 725  0.011494965606708976 run1
234 0 clueweb12-0001wb-15-33433 726  0.011439580655888577 run1
234 0 clueweb12-0000wb-27-15113 727  0.011385941430888969 run1
234 0 clueweb12-0000wb-27-15113.txt 728  0.011385941430888969 run1
234 0 clueweb12-1408wb-95-07655 729  0.011359871580144757 run1
234 0 clueweb12-1715wb-37-00240 730  0.01132512973691015 run1
234 0 clueweb12-1806wb-53-22519 731  0.011264582401947129 run1
234 0 clueweb12-1708wb-02-14337 732  0.0112520616467645 run1
234 0 clueweb12-0203wb-46-25351 733  0.011225683703070786 run1
234 0 clueweb12-0704wb-45-22618 734  0.011187391396987333 run1
234 0 clueweb12-1415wb-77-16473 735  0.011182400367786453 run1
234 0 clueweb12-0501wb-45-06520 736  0.011170428865614776 run1
234 0 clueweb12-1505wb-54-02354 737  0.011167351737788505 run1
234 0 clueweb12-1713wb-26-14574 738  0.011157775484285266 run1
234 0 clueweb12-1008wb-63-22620 739  0.011148970960590835 run1
234 0 clueweb12-1700wb-56-00262 740  0.010973470501224786 run1
234 0 clueweb12-1600wb-70-30737 741  0.010971919901401676 run1
234 0 clueweb12-1500wb-48-07444 742  0.010908838303649769 run1
234 0 clueweb12-0205wb-35-24050 743  0.010890831075286376 run1
234 0 clueweb12-0102wb-93-19722 744  0.01087925689623492 run1
234 0 clueweb12-1508wb-95-18436 745  0.010786307167868645 run1
234 0 clueweb12-0013wb-62-26394 746  0.010776555876758612 run1
234 0 clueweb12-0304wb-42-24934 747  0.010768908667002702 run1
234 0 clueweb12-1004wb-75-09627 748  0.010745340474420807 run1
234 0 clueweb12-0102wb-56-11337 749  0.010732692861654597 run1
234 0 clueweb12-0809wb-39-02845 750  0.010659451270572235 run1
234 0 clueweb12-0008wb-31-14452 751  0.010637882342092208 run1
234 0 clueweb12-1804wb-89-02606 752  0.01061442350579236 run1
234 0 clueweb12-1301wb-88-27355 753  0.010485812904385682 run1
234 0 clueweb12-1316wb-42-03922 754  0.010464487661725341 run1
234 0 clueweb12-1804wb-07-00681 755  0.01043970095222069 run1
234 0 clueweb12-0104wb-93-18871 756  0.010389173660562561 run1
234 0 clueweb12-0402wb-69-17675 757  0.010369414451362696 run1
234 0 clueweb12-0602wb-51-29009 758  0.010366617975095747 run1
234 0 clueweb12-0101wb-14-06809 759  0.010259551043503243 run1
234 0 clueweb12-0606wb-56-00996 760  0.010224248991442012 run1
234 0 clueweb12-0001wb-20-04942 761  0.01021759596506001 run1
234 0 clueweb12-0312wb-01-04504 762  0.009987891572462534 run1
